,Unnamed: 0.1,Unnamed: 0,is_sarcastic,text,source,text_mod,tokenized,tokenized_cleaned,lemmatized,tokens,num_words
4746,4746,8541,1,так це ж влада Херсона. що їй робити в Скадовську? моя не понимает.,Telegram,так це ж влада херсона. що їй робити в скадовську? моя не понимает.,"['так', 'це', 'ж', 'влада', 'херсона', '.', 'що', 'їй', 'робити', 'в', 'скадовську', '?', 'моя', 'не', 'понимает', '.']",так це ж влада херсона що їй робити в скадовську ? моя не понимает ,"['так', 'це', 'ж', 'влада', 'херсон', 'що', 'вона', 'робити', 'в', 'скадовський', '?', 'мій', 'не', 'понимати']","['так', 'це', 'ж', 'влада', 'херсона', 'що', 'їй', 'робити', 'в', 'скадовську', 'моя', 'не', 'понимает']",13
4479,4479,8274,1,"Ой, ну помилилася людина. Порошенко теж в партії регіонів був, а зараз націоналіст",Telegram,"ой, ну помилилася людина. порошенко теж в партії регіонів був, а зараз націоналіст","['ой', ',', 'ну', 'помилилася', 'людина', '.', 'порошенко', 'теж', 'в', 'партії', 'регіонів', 'був', ',', 'а', 'зараз', 'націоналіст']",ой ну помилилася людина порошенко теж в партії регіонів був а зараз націоналіст,"['ой', 'ну', 'помилитися', 'людина', 'порошенко', 'теж', 'в', 'партія', 'регіон', 'бути', 'а', 'зараз', 'націоналіст']","['ой', 'ну', 'помилилася', 'людина', 'порошенко', 'теж', 'в', 'партії', 'регіонів', 'був', 'а', 'зараз', 'націоналіст']",13
5276,5276,9075,1,Пишаємося Зеленським,Telegram,пишаємося зеленським,"['пишаємося', 'зеленським']",пишаємося зеленським,"['пишатися', 'зеленський']","['пишаємося', 'зеленським']",2
5289,5289,9088,1,"ти що, це ж зрада, іпсо та робота на кремль
",Telegram,"ти що, це ж зрада, іпсо та робота на кремль
","['ти', 'що', ',', 'це', 'ж', 'зрада', ',', 'іпсо', 'та', 'робота', 'на', 'кремль']",ти що це ж зрада іпсо та робота на кремль,"['ти', 'що', 'це', 'ж', 'зрада', 'іпсо', 'та', 'робота', 'на', 'кремль']","['ти', 'що', 'це', 'ж', 'зрада', 'іпсо', 'та', 'робота', 'на', 'кремль']",10
4646,4646,8441,1,"Ну жодна гра з серії ГТА ще не була ні про чорних, ні багата ними. Базарю.",Telegram,"ну жодна гра з серії гта ще не була ні про чорних, ні багата ними. базарю.","['ну', 'жодна', 'гра', 'з', 'серії', 'гта', 'ще', 'не', 'була', 'ні', 'про', 'чорних', ',', 'ні', 'багата', 'ними', '.', 'базарю', '.']",ну жодна гра з серії гта ще не була ні про чорних ні багата ними базарю ,"['ну', 'жодний', 'гра', 'з', 'серія', 'гта', 'ще', 'не', 'бути', 'ні', 'про', 'чорний', 'ні', 'багатий', 'вони', 'базар']","['ну', 'жодна', 'гра', 'з', 'серії', 'гта', 'ще', 'не', 'була', 'ні', 'про', 'чорних', 'ні', 'багата', 'ними', 'базарю']",16
3801,3801,7596,1,"Ні, так просто не буде! Це не про однакову віру, а де інші гендери? Навіть меми і ті зробити нормально, не ображаючи чиїхось почуттів, не можуть",Telegram,"ні, так просто не буде! це не про однакову віру, а де інші гендери? навіть меми і ті зробити нормально, не ображаючи чиїхось почуттів, не можуть","['ні', ',', 'так', 'просто', 'не', 'буде', '!', 'це', 'не', 'про', 'однакову', 'віру', ',', 'а', 'де', 'інші', 'гендери', '?', 'навіть', 'меми', 'і', 'ті', 'зробити', 'нормально', ',', 'не', 'ображаючи', 'чиїхось', 'почуттів', ',', 'не', 'можуть']",ні так просто не буде ! це не про однакову віру а де інші гендери ? навіть меми і ті зробити нормально не ображаючи чиїхось почуттів не можуть,"['ні', 'так', 'просто', 'не', 'бути', '!', 'це', 'не', 'про', 'однаковий', 'віра', 'а', 'де', 'інший', 'гендер', '?', 'навіть', 'мема', 'і', 'той', 'зробити', 'нормально', 'не', 'ображати', 'чийсь', 'почуття', 'не', 'могти']","['ні', 'так', 'просто', 'не', 'буде', 'це', 'не', 'про', 'однакову', 'віру', 'а', 'де', 'інші', 'гендери', 'навіть', 'меми', 'і', 'ті', 'зробити', 'нормально', 'не', 'ображаючи', 'чиїхось', 'почуттів', 'не', 'можуть']",26
4862,4862,8657,1,А пам'ятаєте як в мирний час через морози виникали якісь проблеми із світлом?  ,Telegram,а пам'ятаєте як в мирний час через морози виникали якісь проблеми із світлом?  ,"['а', ""пам'ятаєте"", 'як', 'в', 'мирний', 'час', 'через', 'морози', 'виникали', 'якісь', 'проблеми', 'із', 'світлом', '?']",а пам'ятаєте як в мирний час через морози виникали якісь проблеми із світлом ?,"['а', 'пам’ятати', 'як', 'в', 'мирний', 'час', 'через', 'мороз', 'виникати', 'якийсь', 'проблема', 'із', 'світло', '?']","['а', ""пам'ятаєте"", 'як', 'в', 'мирний', 'час', 'через', 'морози', 'виникали', 'якісь', 'проблеми', 'із', 'світлом']",13
5154,5154,8952,1,Всієї правди ми не дізнаємось усе одно. Тому пропоную не розхитувати човен і чекати,Telegram,всієї правди ми не дізнаємось усе одно. тому пропоную не розхитувати човен і чекати,"['всієї', 'правди', 'ми', 'не', 'дізнаємось', 'усе', 'одно', '.', 'тому', 'пропоную', 'не', 'розхитувати', 'човен', 'і', 'чекати']",всієї правди ми не дізнаємось усе одно тому пропоную не розхитувати човен і чекати,"['весь', 'правда', 'ми', 'не', 'дізнатися', 'усе', 'одно', 'тому', 'пропонувати', 'не', 'розхитувати', 'човен', 'і', 'чекати']","['всієї', 'правди', 'ми', 'не', 'дізнаємось', 'усе', 'одно', 'тому', 'пропоную', 'не', 'розхитувати', 'човен', 'і', 'чекати']",14
3848,3848,7643,1,"звичайно, при пороху б не напав путін. він же його так боявся",Telegram,"звичайно, при пороху б не напав путін. він же його так боявся","['звичайно', ',', 'при', 'пороху', 'б', 'не', 'напав', 'путін', '.', 'він', 'же', 'його', 'так', 'боявся']",звичайно при пороху б не напав путін він же його так боявся,"['звичайно', 'при', 'порох', 'б', 'не', 'напасти', 'путін', 'він', 'же', 'він', 'так', 'боятися']","['звичайно', 'при', 'пороху', 'б', 'не', 'напав', 'путін', 'він', 'же', 'його', 'так', 'боявся']",12
5242,5242,9041,1,"клята супрун, у сьому винна
",Telegram,"клята супрун, у сьому винна
","['клята', 'супрун', ',', 'у', 'сьому', 'винна']",клята супрун у сьому винна,"['клят', 'супрун', 'у', 'сьомий', 'винний']","['клята', 'супрун', 'у', 'сьому', 'винна']",5
4147,4147,7942,1,Їбать я канеш в ахуї. В айті краще російською бо більше літератури. А вчити технічний англ для айтішника - то хуйня непотрібна. Йомайо це пізда,Telegram,їбать я канеш в ахуї. в айті краще російською бо більше літератури. а вчити технічний англ для айтішника - то хуйня непотрібна. йомайо це пізда,"['їбать', 'я', 'канеш', 'в', 'ахуї', '.', 'в', 'айті', 'краще', 'російською', 'бо', 'більше', 'літератури', '.', 'а', 'вчити', 'технічний', 'англ', 'для', 'айтішника', '-', 'то', 'хуйня', 'непотрібна', '.', 'йомайо', 'це', 'пізда']",їбать я канеш в ахуї в айті краще російською бо більше літератури а вчити технічний англ для айтішника то хуйня непотрібна йомайо це пізда,"['їбати', 'я', 'канати', 'в', 'ахуя', 'в', 'айта', 'краще', 'російський', 'бо', 'більше', 'література', 'а', 'вчити', 'технічний', 'англ.', 'для', 'айтішник', 'то', 'хуйня', 'непотрібний', 'йомайо', 'це', 'піздо']","['їбать', 'я', 'канеш', 'в', 'ахуї', 'в', 'айті', 'краще', 'російською', 'бо', 'більше', 'літератури', 'а', 'вчити', 'технічний', 'англ', 'для', 'айтішника', 'то', 'хуйня', 'непотрібна', 'йомайо', 'це', 'пізда']",24
4958,4958,8754,1,"Нє, ти шо, боротися з олігархами треба, але не так, я сам не знаю як, але точно не так, от Зєля гандон
",Telegram,"нє, ти шо, боротися з олігархами треба, але не так, я сам не знаю як, але точно не так, от зєля гандон
","['нє', ',', 'ти', 'шо', ',', 'боротися', 'з', 'олігархами', 'треба', ',', 'але', 'не', 'так', ',', 'я', 'сам', 'не', 'знаю', 'як', ',', 'але', 'точно', 'не', 'так', ',', 'от', 'зєля', 'гандон']",нє ти шо боротися з олігархами треба але не так я сам не знаю як але точно не так от зєля гандон,"['нє', 'ти', 'шо', 'боротися', 'з', 'олігарх', 'треба', 'але', 'не', 'так', 'я', 'сам', 'не', 'знати', 'як', 'але', 'точно', 'не', 'так', 'от', 'зєсти', 'гандон']","['нє', 'ти', 'шо', 'боротися', 'з', 'олігархами', 'треба', 'але', 'не', 'так', 'я', 'сам', 'не', 'знаю', 'як', 'але', 'точно', 'не', 'так', 'от', 'зєля', 'гандон']",22
4025,4025,7820,1,"президент завжди був Порошенко.  він той самий папереднік.  
чули, що Атлантиду втопили?  то Порошенко кран відкрутив.    а герцог де Гіз - це його псевдо.",Telegram,"президент завжди був порошенко.  він той самий папереднік.  
чули, що атлантиду втопили?  то порошенко кран відкрутив.    а герцог де гіз - це його псевдо.","['президент', 'завжди', 'був', 'порошенко', '.', 'він', 'той', 'самий', 'папереднік', '.', 'чули', ',', 'що', 'атлантиду', 'втопили', '?', 'то', 'порошенко', 'кран', 'відкрутив', '.', 'а', 'герцог', 'де', 'гіз', '-', 'це', 'його', 'псевдо', '.']",президент завжди був порошенко він той самий папереднік чули що атлантиду втопили ? то порошенко кран відкрутив а герцог де гіз це його псевдо ,"['президент', 'завжди', 'бути', 'порошенко', 'він', 'той', 'самий', 'папереднік', 'чути', 'що', 'атлантид', 'втопити', '?', 'то', 'порошенко', 'кран', 'відкрутити', 'а', 'герцо', 'де', 'Фіз', 'це', 'його', 'псевдо']","['президент', 'завжди', 'був', 'порошенко', 'він', 'той', 'самий', 'папереднік', 'чули', 'що', 'атлантиду', 'втопили', 'то', 'порошенко', 'кран', 'відкрутив', 'а', 'герцог', 'де', 'гіз', 'це', 'його', 'псевдо']",23
4436,4436,8231,1,"Що ви тут розганяєте? Якісь фєміністки щось там сказали, а ви тепер тут розвозите",Telegram,"що ви тут розганяєте? якісь фєміністки щось там сказали, а ви тепер тут розвозите","['що', 'ви', 'тут', 'розганяєте', '?', 'якісь', 'фєміністки', 'щось', 'там', 'сказали', ',', 'а', 'ви', 'тепер', 'тут', 'розвозите']",що ви тут розганяєте ? якісь фєміністки щось там сказали а ви тепер тут розвозите,"['що', 'ви', 'тут', 'розганяти', '?', 'якийсь', 'фєміністка', 'щось', 'там', 'сказати', 'а', 'ви', 'тепер', 'тут', 'розвозити']","['що', 'ви', 'тут', 'розганяєте', 'якісь', 'фєміністки', 'щось', 'там', 'сказали', 'а', 'ви', 'тепер', 'тут', 'розвозите']",14
4785,4785,8580,1,"Але для нас вигідно це. Польські фермери отримують дотації, роблять більше хавки, вона трохи дешевшає, відправляють до нас. Нам профіт, бо голоду не буде. Голод настане тому що останнього тракториста Миколу мобілізували штурмувати посадку (якщо пощастить у танкісти) і с/г у піке. ",Telegram,"але для нас вигідно це. польські фермери отримують дотації, роблять більше хавки, вона трохи дешевшає, відправляють до нас. нам профіт, бо голоду не буде. голод настане тому що останнього тракториста миколу мобілізували штурмувати посадку (якщо пощастить у танкісти) і с/г у піке. ","['але', 'для', 'нас', 'вигідно', 'це', '.', 'польські', 'фермери', 'отримують', 'дотації', ',', 'роблять', 'більше', 'хавки', ',', 'вона', 'трохи', 'дешевшає', ',', 'відправляють', 'до', 'нас', '.', 'нам', 'профіт', ',', 'бо', 'голоду', 'не', 'буде', '.', 'голод', 'настане', 'тому', 'що', 'останнього', 'тракториста', 'миколу', 'мобілізували', 'штурмувати', 'посадку', '(', 'якщо', 'пощастить', 'у', 'танкісти', ')', 'і', 'с', '/', 'г', 'у', 'піке', '.']",але для нас вигідно це польські фермери отримують дотації роблять більше хавки вона трохи дешевшає відправляють до нас нам профіт бо голоду не буде голод настане тому що останнього тракториста миколу мобілізували штурмувати посадку ( якщо пощастить у танкісти ) і с г у піке ,"['але', 'для', 'ми', 'вигідно', 'це', 'польський', 'фермер', 'отримувати', 'дотація', 'робити', 'більше', 'хавка', 'вона', 'трохи', 'дешевшати', 'відправляти', 'до', 'ми', 'ми', 'профіт', 'бо', 'голод', 'не', 'бути', 'голод', 'настати', 'тому', 'що', 'останній', 'тракторист', 'Микола', 'мобілізувати', 'штурмувати', 'посадок', '(', 'якщо', 'пощастити', 'у', 'танкіст', ')', 'і', 'с.', 'г.', 'у', 'піке']","['але', 'для', 'нас', 'вигідно', 'це', 'польські', 'фермери', 'отримують', 'дотації', 'роблять', 'більше', 'хавки', 'вона', 'трохи', 'дешевшає', 'відправляють', 'до', 'нас', 'нам', 'профіт', 'бо', 'голоду', 'не', 'буде', 'голод', 'настане', 'тому', 'що', 'останнього', 'тракториста', 'миколу', 'мобілізували', 'штурмувати', 'посадку', 'якщо', 'пощастить', 'у', 'танкісти', 'і', 'с', 'г', 'у', 'піке']",43
4072,4072,7867,1,Ви агент кремля,Telegram,ви агент кремля,"['ви', 'агент', 'кремля']",ви агент кремля,"['ви', 'агент', 'кремль']","['ви', 'агент', 'кремля']",3
4731,4731,8526,1,"І взагалі самі винуваті. Нащо було йти в ЄС і НАТО, провокуючи сусіда. 
",Telegram,"і взагалі самі винуваті. нащо було йти в єс і нато, провокуючи сусіда. 
","['і', 'взагалі', 'самі', 'винуваті', '.', 'нащо', 'було', 'йти', 'в', 'єс', 'і', 'нато', ',', 'провокуючи', 'сусіда', '.']",і взагалі самі винуваті нащо було йти в єс і нато провокуючи сусіда ,"['і', 'взагалі', 'сам', 'винуватий', 'нащо', 'бути', 'йти', 'в', 'єс.', 'і', 'нато', 'провокувати', 'сусід']","['і', 'взагалі', 'самі', 'винуваті', 'нащо', 'було', 'йти', 'в', 'єс', 'і', 'нато', 'провокуючи', 'сусіда']",13
5228,5228,9027,1,"Краще тоді уже поляків переселити на Схід і Південь, а ми до Польщі. 🌝

",Telegram,"краще тоді уже поляків переселити на схід і південь, а ми до польщі. 🌝

","['краще', 'тоді', 'уже', 'поляків', 'переселити', 'на', 'схід', 'і', 'південь', ',', 'а', 'ми', 'до', 'польщі', '.', '🌝']",краще тоді уже поляків переселити на схід і південь а ми до польщі 🌝,"['краще', 'тоді', 'уже', 'поляк', 'переселити', 'на', 'схід', 'і', 'південь', 'а', 'ми', 'до', 'польща', '🌝']","['краще', 'тоді', 'уже', 'поляків', 'переселити', 'на', 'схід', 'і', 'південь', 'а', 'ми', 'до', 'польщі']",13
4155,4155,7950,1,"Тобто, телеграм ніхуя не анонімний? 🤔🤨",Telegram,"тобто, телеграм ніхуя не анонімний? 🤔🤨","['тобто', ',', 'телеграм', 'ніхуя', 'не', 'анонімний', '?', '🤔', '🤨']",тобто телеграм ніхуя не анонімний ? 🤔 🤨,"['тобто', 'телегр', 'ніхуя', 'не', 'анонімний', '?', '🤔', '🤨']","['тобто', 'телеграм', 'ніхуя', 'не', 'анонімний']",5
5127,5127,8924,1,"Головне не хвилюйся, @orhideous каже що все норм, просто клімат повертається до того, який має бути. А воду ви ж брали ж якось раніше, то й набирайте її так. Повертаємось до життя прадідів, повертаємось до істоків! 19-те століття, привіт 🤡

",Telegram,"головне не хвилюйся,  каже що все норм, просто клімат повертається до того, який має бути. а воду ви ж брали ж якось раніше, то й набирайте її так. повертаємось до життя прадідів, повертаємось до істоків! 19-те століття, привіт 🤡

","['головне', 'не', 'хвилюйся', ',', 'каже', 'що', 'все', 'норм', ',', 'просто', 'клімат', 'повертається', 'до', 'того', ',', 'який', 'має', 'бути', '.', 'а', 'воду', 'ви', 'ж', 'брали', 'ж', 'якось', 'раніше', ',', 'то', 'й', 'набирайте', 'її', 'так', '.', 'повертаємось', 'до', 'життя', 'прадідів', ',', 'повертаємось', 'до', 'істоків', '!', '19', '-', 'те', 'століття', ',', 'привіт', '🤡']",головне не хвилюйся каже що все норм просто клімат повертається до того який має бути а воду ви ж брали ж якось раніше то й набирайте її так повертаємось до життя прадідів повертаємось до істоків ! те століття привіт 🤡,"['головне', 'не', 'хвилюватися', 'казати', 'що', 'все', 'норма', 'просто', 'клімат', 'повертатися', 'до', 'те', 'який', 'мати', 'бути', 'а', 'вода', 'ви', 'ж', 'брати', 'ж', 'якось', 'раніше', 'то', 'й', 'набирати', 'вона', 'так', 'повертатися', 'до', 'життя', 'прадід', 'повертатися', 'до', 'істок', '!', 'той', 'століття', 'привіт', '🤡']","['головне', 'не', 'хвилюйся', 'каже', 'що', 'все', 'норм', 'просто', 'клімат', 'повертається', 'до', 'того', 'який', 'має', 'бути', 'а', 'воду', 'ви', 'ж', 'брали', 'ж', 'якось', 'раніше', 'то', 'й', 'набирайте', 'її', 'так', 'повертаємось', 'до', 'життя', 'прадідів', 'повертаємось', 'до', 'істоків', 'століття', 'привіт']",37
4651,4651,8446,1,"Так новий голова тцк львівської області це герой України, командир 128 гірськоштурмової бригади
Не може ж герой країни таке дозволяти",Telegram,"так новий голова тцк львівської області це герой україни, командир 128 гірськоштурмової бригади
не може ж герой країни таке дозволяти","['так', 'новий', 'голова', 'тцк', 'львівської', 'області', 'це', 'герой', 'україни', ',', 'командир', '128', 'гірськоштурмової', 'бригади', 'не', 'може', 'ж', 'герой', 'країни', 'таке', 'дозволяти']",так новий голова тцк львівської області це герой україни командир гірськоштурмової бригади не може ж герой країни таке дозволяти,"['так', 'новий', 'голова', 'тек', 'львівський', 'область', 'це', 'герой', 'Україна', 'командир', 'гірськоштурмовий', 'бригада', 'не', 'могти', 'ж', 'герой', 'країна', 'таке', 'дозволяти']","['так', 'новий', 'голова', 'тцк', 'львівської', 'області', 'це', 'герой', 'україни', 'командир', 'гірськоштурмової', 'бригади', 'не', 'може', 'ж', 'герой', 'країни', 'таке', 'дозволяти']",19
4336,4336,8131,1,не може бути🫢,Telegram,не може бути🫢,"['не', 'може', 'бути', '\U0001fae2']",не може бути 🫢,"['не', 'могти', 'бути', '\U0001fae2']","['не', 'може', 'бути']",3
4819,4819,8614,1,"На початку війни мені терміново треба була довідка про навчання в університеті. Я попросила куратора допомогти, а він відморозився і я йому написала щось типу ""дякую за вашу неймовірну допомогу"".  ",Telegram,"на початку війни мені терміново треба була довідка про навчання в університеті. я попросила куратора допомогти, а він відморозився і я йому написала щось типу ""дякую за вашу неймовірну допомогу"".  ","['на', 'початку', 'війни', 'мені', 'терміново', 'треба', 'була', 'довідка', 'про', 'навчання', 'в', 'університеті', '.', 'я', 'попросила', 'куратора', 'допомогти', ',', 'а', 'він', 'відморозився', 'і', 'я', 'йому', 'написала', 'щось', 'типу', '""', 'дякую', 'за', 'вашу', 'неймовірну', 'допомогу', '""', '.']","на початку війни мені терміново треба була довідка про навчання в університеті я попросила куратора допомогти а він відморозився і я йому написала щось типу "" дякую за вашу неймовірну допомогу "" ","['на', 'початок', 'війна', 'я', 'терміново', 'треба', 'бути', 'довідка', 'про', 'навчання', 'в', 'університет', 'я', 'попросити', 'куратор', 'допомогти', 'а', 'він', 'відморозитися', 'і', 'я', 'він', 'написати', 'щось', 'тип', '""', 'дякувати', 'за', 'ваш', 'неймовірний', 'допомога', '""']","['на', 'початку', 'війни', 'мені', 'терміново', 'треба', 'була', 'довідка', 'про', 'навчання', 'в', 'університеті', 'я', 'попросила', 'куратора', 'допомогти', 'а', 'він', 'відморозився', 'і', 'я', 'йому', 'написала', 'щось', 'типу', 'дякую', 'за', 'вашу', 'неймовірну', 'допомогу']",30
4356,4356,8151,1,"так наче шахеди летять, звідки 15 кинджалів ;)",Telegram,"так наче шахеди летять, звідки 15 кинджалів ;)","['так', 'наче', 'шахеди', 'летять', ',', 'звідки', '15', 'кинджалів', ';)']",так наче шахеди летять звідки кинджалів ),"['так', 'наче', 'шахед', 'летіти', 'звідки', 'кинджаль', ')']","['так', 'наче', 'шахеди', 'летять', 'звідки', 'кинджалів']",6
5239,5239,9038,1,Сподіваюся хоч побілений. ,Telegram,сподіваюся хоч побілений. ,"['сподіваюся', 'хоч', 'побілений', '.']",сподіваюся хоч побілений ,"['сподіватися', 'хоч', 'побілений']","['сподіваюся', 'хоч', 'побілений']",3
5186,5186,8984,1,"Взагалі норм, в нас же навіть судимий президент був, то ж міністр чи депутат не є чимось екстраординарним. 
",Telegram,"взагалі норм, в нас же навіть судимий президент був, то ж міністр чи депутат не є чимось екстраординарним. 
","['взагалі', 'норм', ',', 'в', 'нас', 'же', 'навіть', 'судимий', 'президент', 'був', ',', 'то', 'ж', 'міністр', 'чи', 'депутат', 'не', 'є', 'чимось', 'екстраординарним', '.']",взагалі норм в нас же навіть судимий президент був то ж міністр чи депутат не є чимось екстраординарним ,"['взагалі', 'норма', 'в', 'ми', 'же', 'навіть', 'судимий', 'президент', 'бути', 'то', 'ж', 'міністр', 'чи', 'депутат', 'не', 'бути', 'щось', 'екстраординарний']","['взагалі', 'норм', 'в', 'нас', 'же', 'навіть', 'судимий', 'президент', 'був', 'то', 'ж', 'міністр', 'чи', 'депутат', 'не', 'є', 'чимось', 'екстраординарним']",18
5229,5229,9028,1,"Чи почнемо з Заходу надсилати викладачів?)  
",Telegram,"чи почнемо з заходу надсилати викладачів?)  
","['чи', 'почнемо', 'з', 'заходу', 'надсилати', 'викладачів', '?', ')']",чи почнемо з заходу надсилати викладачів ? ),"['чи', 'почавати', 'з', 'захід', 'надсилати', 'викладач', '?', ')']","['чи', 'почнемо', 'з', 'заходу', 'надсилати', 'викладачів']",6
4347,4347,8142,1,які загульні там пенсіонери однако,Telegram,які загульні там пенсіонери однако,"['які', 'загульні', 'там', 'пенсіонери', 'однако']",які загульні там пенсіонери однако,"['який', 'загульний', 'там', 'пенсіонери', 'однако']","['які', 'загульні', 'там', 'пенсіонери', 'однако']",5
4361,4361,8156,1,"А, так виявляється то ми тупі, а у політиків насправді була дієва програма, яку ми дурні не підтримали. Як от наприклад передвиборча програма Білецького, який точно не ховає обличчя і знає що робити: ""Від нас багато хто очікував, що ми візьмемо десяток мільйонів доларів у багатого дядька, вбухаємо їх у рекламу - ТБ-рекламу, борди - отримаємо свої відсотки й щасливі роз'їдемося по домівках... Але цього не буде. Я відмовляюся брати участь у цьому фарсі""",Telegram,"а, так виявляється то ми тупі, а у політиків насправді була дієва програма, яку ми дурні не підтримали. як от наприклад передвиборча програма білецького, який точно не ховає обличчя і знає що робити: ""від нас багато хто очікував, що ми візьмемо десяток мільйонів доларів у багатого дядька, вбухаємо їх у рекламу - тб-рекламу, борди - отримаємо свої відсотки й щасливі роз'їдемося по домівках... але цього не буде. я відмовляюся брати участь у цьому фарсі""","['а', ',', 'так', 'виявляється', 'то', 'ми', 'тупі', ',', 'а', 'у', 'політиків', 'насправді', 'була', 'дієва', 'програма', ',', 'яку', 'ми', 'дурні', 'не', 'підтримали', '.', 'як', 'от', 'наприклад', 'передвиборча', 'програма', 'білецького', ',', 'який', 'точно', 'не', 'ховає', 'обличчя', 'і', 'знає', 'що', 'робити', ':', '""', 'від', 'нас', 'багато', 'хто', 'очікував', ',', 'що', 'ми', 'візьмемо', 'десяток', 'мільйонів', 'доларів', 'у', 'багатого', 'дядька', ',', 'вбухаємо', 'їх', 'у', 'рекламу', '-', 'тб-рекламу', ',', 'борди', '-', 'отримаємо', 'свої', 'відсотки', 'й', 'щасливі', ""роз'їдемося"", 'по', 'домівках', '...', 'але', 'цього', 'не', 'буде', '.', 'я', 'відмовляюся', 'брати', 'участь', 'у', 'цьому', 'фарсі', '""']","а так виявляється то ми тупі а у політиків насправді була дієва програма яку ми дурні не підтримали як от наприклад передвиборча програма білецького який точно не ховає обличчя і знає що робити "" від нас багато хто очікував що ми візьмемо десяток мільйонів доларів у багатого дядька вбухаємо їх у рекламу тбрекламу борди отримаємо свої відсотки й щасливі роз'їдемося по домівках але цього не буде я відмовляюся брати участь у цьому фарсі ""","['а', 'так', 'виявлятися', 'то', 'ми', 'тупий', 'а', 'у', 'політик', 'насправді', 'бути', 'дієвий', 'програма', 'який', 'ми', 'дурень', 'не', 'підтримати', 'як', 'от', 'наприклад', 'передвиборчий', 'програма', 'білецький', 'який', 'точно', 'не', 'ховати', 'обличчя', 'і', 'знати', 'що', 'робити', '""', 'від', 'ми', 'багато', 'хто', 'очікувати', 'що', 'ми', 'узяти', 'десяток', 'мільйон', 'долар', 'у', 'багатий', 'дядько', 'вбухати', 'вони', 'у', 'реклама', 'тбреклам', 'борд', 'отримати', 'свій', 'відсоток', 'й', 'щасливя', 'роз’їтися', 'по', 'домівка', 'але', 'це', 'не', 'бути', 'я', 'відмовлятися', 'брати', 'участь', 'у', 'цей', 'фарса', '""']","['а', 'так', 'виявляється', 'то', 'ми', 'тупі', 'а', 'у', 'політиків', 'насправді', 'була', 'дієва', 'програма', 'яку', 'ми', 'дурні', 'не', 'підтримали', 'як', 'от', 'наприклад', 'передвиборча', 'програма', 'білецького', 'який', 'точно', 'не', 'ховає', 'обличчя', 'і', 'знає', 'що', 'робити', 'від', 'нас', 'багато', 'хто', 'очікував', 'що', 'ми', 'візьмемо', 'десяток', 'мільйонів', 'доларів', 'у', 'багатого', 'дядька', 'вбухаємо', 'їх', 'у', 'рекламу', 'тб', 'рекламу', 'борди', 'отримаємо', 'свої', 'відсотки', 'й', 'щасливі', ""роз'їдемося"", 'по', 'домівках', 'але', 'цього', 'не', 'буде', 'я', 'відмовляюся', 'брати', 'участь', 'у', 'цьому', 'фарсі']",73
4405,4405,8200,1,Можливо русняві виродки доброзичливо попросили всіх вийти?),Telegram,можливо русняві виродки доброзичливо попросили всіх вийти?),"['можливо', 'русняві', 'виродки', 'доброзичливо', 'попросили', 'всіх', 'вийти', '?', ')']",можливо русняві виродки доброзичливо попросили всіх вийти ? ),"['можливо', 'руснявий', 'виродок', 'доброзичливо', 'попросити', 'весь', 'вийти', '?', ')']","['можливо', 'русняві', 'виродки', 'доброзичливо', 'попросили', 'всіх', 'вийти']",7
4895,4895,8691,1,"Гончаренко злив плани генштабу жах, страшне шо ж це коїться люди?? ",Telegram,"гончаренко злив плани генштабу жах, страшне шо ж це коїться люди?? ","['гончаренко', 'злив', 'плани', 'генштабу', 'жах', ',', 'страшне', 'шо', 'ж', 'це', 'коїться', 'люди', '?', '?']",гончаренко злив плани генштабу жах страшне шо ж це коїться люди ? ?,"['гончаренко', 'злити', 'план', 'генштаб', 'жах', 'страшний', 'шо', 'ж', 'це', 'коятися', 'людина', '?', '?']","['гончаренко', 'злив', 'плани', 'генштабу', 'жах', 'страшне', 'шо', 'ж', 'це', 'коїться', 'люди']",11
4393,4393,8188,1,а ше краще - їх двох на передову😐😐😐😐😐😐,Telegram,а ше краще - їх двох на передову😐😐😐😐😐😐,"['а', 'ше', 'краще', '-', 'їх', 'двох', 'на', 'передову', '😐', '😐', '😐']",а ше краще їх двох на передову 😐 😐 😐,"['а', 'ше', 'краще', 'вони', 'два', 'на', 'передовий', '😐', '😐', '😐']","['а', 'ше', 'краще', 'їх', 'двох', 'на', 'передову']",7
4767,4767,8562,1,"Ну просили же не показувати полонених 
Нащо такі знущання

",Telegram,"ну просили же не показувати полонених 
нащо такі знущання

","['ну', 'просили', 'же', 'не', 'показувати', 'полонених', 'нащо', 'такі', 'знущання']",ну просили же не показувати полонених нащо такі знущання,"['ну', 'просити', 'же', 'не', 'показувати', 'полонений', 'нащо', 'такий', 'знущання']","['ну', 'просили', 'же', 'не', 'показувати', 'полонених', 'нащо', 'такі', 'знущання']",9
